ruta,carpeta_origen,comuna,nombre,tipo_archivo,bytes,sha256,paginas,chars_total,paginas_texto,paginas_escaneadas,paginas_vacias,veredicto
Ordenanzas Descargadas\1200 x\rengo_1055_md_apruebanse_los_terminos_de_la_imagen_objetivo_acordados_en_foma_unanime___TerminosImagenObjetivo.pdf,descargadas,rengo,rengo_1055_md_apruebanse_los_terminos_de_la_imagen_objetivo_acordados_en_foma_unanime___TerminosImagenObjetivo.pdf,PDF,1149180,bf6e8f338763fe4667a4279189ea11b75ee99541d9c3b1014148dc4cf3a7441a,3,6793,3,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_1088_md_enmienda_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20121020.pdf,descargadas,rengo,rengo_1088_md_enmienda_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20121020.pdf,PDF,9435928,3ceb3ff81600c6d75d8c3abd8959a9826c871cd40a56cd03969593cbf0098319,24,0,0,24,0,ESCANEADO
Ordenanzas ordenadas\rengo_1088_md_enmienda_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20121020.pdf,ordenadas,rengo,rengo_1088_md_enmienda_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20121020.pdf,PDF,9435928,3ceb3ff81600c6d75d8c3abd8959a9826c871cd40a56cd03969593cbf0098319,24,0,0,24,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_10_md_enmienda_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120119.pdf,descargadas,rengo,rengo_10_md_enmienda_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120119.pdf,PDF,11805436,e20a70588b618bd53d89093d5fd33e66098166ff067681356032c4bbac22a10d,28,0,0,28,0,ESCANEADO
Ordenanzas ordenadas\rengo_10_md_enmienda_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120119.pdf,ordenadas,rengo,rengo_10_md_enmienda_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120119.pdf,PDF,11805436,e20a70588b618bd53d89093d5fd33e66098166ff067681356032c4bbac22a10d,28,0,0,28,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_1156_md_enmienda_n7_al_plan_regulador_comunal__publicación D. O. enmienda 7 al PRC.pdf,descargadas,rengo,rengo_1156_md_enmienda_n7_al_plan_regulador_comunal__publicación D. O. enmienda 7 al PRC.pdf,PDF,168597,66f1af2ecd2294c5692694bc2a55daa43dd5d092aa0f8b7565a23b0a733dfd5c,2,5641,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_1156_md_enmienda_n7_al_plan_regulador_comunal__publicación D. O. enmienda 7 al PRC.pdf,ordenadas,rengo,rengo_1156_md_enmienda_n7_al_plan_regulador_comunal__publicación D. O. enmienda 7 al PRC.pdf,PDF,168597,66f1af2ecd2294c5692694bc2a55daa43dd5d092aa0f8b7565a23b0a733dfd5c,2,5641,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_123_md_plano_seccional_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120218.pdf,descargadas,rengo,rengo_123_md_plano_seccional_no3_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120218.pdf,PDF,3361977,398ed4ad7c3bafe4cc2e9d308209cc7f1151233d263c2f989754b931a3859588,8,0,0,8,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_14_md_modif_no2_al_plan_regulador_comunal_zonas_urbanas_de_rengo_rosario_y_esmer__do-20140211.pdf,descargadas,rengo,rengo_14_md_modif_no2_al_plan_regulador_comunal_zonas_urbanas_de_rengo_rosario_y_esmer__do-20140211.pdf,PDF,9530192,a353e8befb2b18d5468d433bdad536dfc09e701de0b1568563d40a70d0d70c9c,16,55720,13,3,0,MIXTO
Ordenanzas ordenadas\OCR ok\rengo_14_md_modif_no2_al_plan_regulador_comunal_zonas_urbanas_de_rengo_rosario_y_esmer__do-20140211.pdf,ordenadas,rengo,rengo_14_md_modif_no2_al_plan_regulador_comunal_zonas_urbanas_de_rengo_rosario_y_esmer__do-20140211.pdf,PDF,9530192,a353e8befb2b18d5468d433bdad536dfc09e701de0b1568563d40a70d0d70c9c,16,55720,13,3,0,MIXTO
Ordenanzas Descargadas\1200 x\rengo_15_md_modif_no3_al_plan_regulador_comunal_zona_urbanas_de_rengo__do-20150105.pdf,descargadas,rengo,rengo_15_md_modif_no3_al_plan_regulador_comunal_zona_urbanas_de_rengo__do-20150105.pdf,PDF,7095054,b6e7727d22086dd39c200772493d3dd775074d6f859b62646e4a1b464eb51101,32,156130,31,1,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_15_md_modif_no3_al_plan_regulador_comunal_zona_urbanas_de_rengo__do-20150105.pdf,ordenadas,rengo,rengo_15_md_modif_no3_al_plan_regulador_comunal_zona_urbanas_de_rengo__do-20150105.pdf,PDF,7095054,b6e7727d22086dd39c200772493d3dd775074d6f859b62646e4a1b464eb51101,32,156130,31,1,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_1718_md_enmienda_no6_antejardines_al_plan_regulador_comunal_de_rengo__Publicación D.O. Enmienda 6 Antejardines_071217_1314604.pdf,descargadas,rengo,rengo_1718_md_enmienda_no6_antejardines_al_plan_regulador_comunal_de_rengo__Publicación D.O. Enmienda 6 Antejardines_071217_1314604.pdf,PDF,169477,301c5731cd5affd4cc13a12738997625bc7585bb3bd7686c47d0e33b705d2aa2,2,5582,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_1718_md_enmienda_no6_antejardines_al_plan_regulador_comunal_de_rengo__Publicación D.O. Enmienda 6 Antejardines_071217_1314604.pdf,ordenadas,rengo,rengo_1718_md_enmienda_no6_antejardines_al_plan_regulador_comunal_de_rengo__Publicación D.O. Enmienda 6 Antejardines_071217_1314604.pdf,PDF,169477,301c5731cd5affd4cc13a12738997625bc7585bb3bd7686c47d0e33b705d2aa2,2,5582,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_2015_md_enmienda_n8_plan_regulador_comunal__publicación en el Diario Oficial Enmienda 8_15.01.2020.pdf,descargadas,rengo,rengo_2015_md_enmienda_n8_plan_regulador_comunal__publicación en el Diario Oficial Enmienda 8_15.01.2020.pdf,PDF,171890,3712d5c86619dda4e96752055719b7c9614d9699ea6fa0181c5bde268dbd3a28,3,9522,3,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_2015_md_enmienda_n8_plan_regulador_comunal__publicación en el Diario Oficial Enmienda 8_15.01.2020.pdf,ordenadas,rengo,rengo_2015_md_enmienda_n8_plan_regulador_comunal__publicación en el Diario Oficial Enmienda 8_15.01.2020.pdf,PDF,171890,3712d5c86619dda4e96752055719b7c9614d9699ea6fa0181c5bde268dbd3a28,3,9522,3,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_268_md_enmienda_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120324.pdf,descargadas,rengo,rengo_268_md_enmienda_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120324.pdf,PDF,15628196,247ad86f0c284a4d1dfab35cab74f7c011f989e7edde80854c40d3ddf6b20538,36,0,0,36,0,ESCANEADO
Ordenanzas ordenadas\rengo_268_md_enmienda_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120324.pdf,ordenadas,rengo,rengo_268_md_enmienda_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120324.pdf,PDF,15628196,247ad86f0c284a4d1dfab35cab74f7c011f989e7edde80854c40d3ddf6b20538,36,0,0,36,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_434_md_aprueba_modificacion_n_6_al_plan_regulador_comunal_de_rengo__Diario Oficial N° 43519.pdf,descargadas,rengo,rengo_434_md_aprueba_modificacion_n_6_al_plan_regulador_comunal_de_rengo__Diario Oficial N° 43519.pdf,PDF,4260016,f2b112eb2d19b141d660fd7f02f92e1ec025076c696937bd6d51e1ea18c925f4,15,29513,15,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_434_md_aprueba_modificacion_n_6_al_plan_regulador_comunal_de_rengo__Diario Oficial N° 43519.pdf,ordenadas,rengo,rengo_434_md_aprueba_modificacion_n_6_al_plan_regulador_comunal_de_rengo__Diario Oficial N° 43519.pdf,PDF,4260016,f2b112eb2d19b141d660fd7f02f92e1ec025076c696937bd6d51e1ea18c925f4,15,29513,15,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_493_md_modificacion_no1_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20130620.pdf,descargadas,rengo,rengo_493_md_modificacion_no1_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20130620.pdf,PDF,6872248,043c5436d2fdb1291e50e22591d09f8d2d19c62e00943aeb29e1f5191758e934,16,0,0,16,0,ESCANEADO
Ordenanzas ordenadas\rengo_493_md_modificacion_no1_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20130620.pdf,ordenadas,rengo,rengo_493_md_modificacion_no1_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20130620.pdf,PDF,6872248,043c5436d2fdb1291e50e22591d09f8d2d19c62e00943aeb29e1f5191758e934,16,0,0,16,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_557_md_modificacion_n5_plan_regulador_comunal_varios_temas__DIARIO OFICIAL 10 05 2017-MODIFICACION Nº5PRC-RENGO.pdf,descargadas,rengo,rengo_557_md_modificacion_n5_plan_regulador_comunal_varios_temas__DIARIO OFICIAL 10 05 2017-MODIFICACION Nº5PRC-RENGO.pdf,PDF,1054069,3bd68c6ba1424a200ba3b58536789e5ee2a2912b9380936ebc5281a6f9f07a15,6,14394,6,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_557_md_modificacion_n5_plan_regulador_comunal_varios_temas__DIARIO OFICIAL 10 05 2017-MODIFICACION Nº5PRC-RENGO.pdf,ordenadas,rengo,rengo_557_md_modificacion_n5_plan_regulador_comunal_varios_temas__DIARIO OFICIAL 10 05 2017-MODIFICACION Nº5PRC-RENGO.pdf,PDF,1054069,3bd68c6ba1424a200ba3b58536789e5ee2a2912b9380936ebc5281a6f9f07a15,6,14394,6,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_70_ordenanza_plan_regulador_intercomunal_rio_claro__do-20101224.pdf,descargadas,rengo,rengo_70_ordenanza_plan_regulador_intercomunal_rio_claro__do-20101224.pdf,PDF,64728967,1641d259324c8f809483c4fbaa485ddf40fc3c51dd23e49f4b83b3f49c0d2814,132,4966,1,131,0,MIXTO
Ordenanzas ordenadas\rengo_70_ordenanza_plan_regulador_intercomunal_rio_claro__do-20101224.pdf,ordenadas,rengo,rengo_70_ordenanza_plan_regulador_intercomunal_rio_claro__do-20101224.pdf,PDF,64728967,1641d259324c8f809483c4fbaa485ddf40fc3c51dd23e49f4b83b3f49c0d2814,132,4966,1,131,0,MIXTO
Ordenanzas Descargadas\1200 x\rengo_769_md_plano_seccional_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120804.pdf,descargadas,rengo,rengo_769_md_plano_seccional_no4_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120804.pdf,PDF,11172389,5213e3e5b704eeeed7ec5db756e799f2bf18ae194c0b649e44b0c721e71d21ad,28,0,0,28,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_801_md_plano_seccional_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120813.pdf,descargadas,rengo,rengo_801_md_plano_seccional_no5_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20120813.pdf,PDF,5110801,46f1265f244dc184c9643d2d3dfe3b197b3c385361e5a286a990ae385a697c36,12,0,0,12,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_810_md_plano_seccional_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20110916.pdf,descargadas,rengo,rengo_810_md_plano_seccional_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20110916.pdf,PDF,28770384,e8194ad7c62a648d5c0d7a9e2d40864fc2421e526a90bc820be70ed95a1f9910,64,0,0,64,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_875_md_modif_no4_al_plan_regulador_comunal_zona_urbana_de_rengo__do-20150613.pdf,descargadas,rengo,rengo_875_md_modif_no4_al_plan_regulador_comunal_zona_urbana_de_rengo__do-20150613.pdf,PDF,2375690,c60b1554b8372d100bb0ecdec9ed986cdc98128c92acc86f7eec3ecf048fd05c,12,54069,11,1,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_875_md_modif_no4_al_plan_regulador_comunal_zona_urbana_de_rengo__do-20150613.pdf,ordenadas,rengo,rengo_875_md_modif_no4_al_plan_regulador_comunal_zona_urbana_de_rengo__do-20150613.pdf,PDF,2375690,c60b1554b8372d100bb0ecdec9ed986cdc98128c92acc86f7eec3ecf048fd05c,12,54069,11,1,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_881_md_enmienda_no1_al_plan_regulador_comunal_de_rengo_localidad_de_esmeralda__do-20090414.pdf,descargadas,rengo,rengo_881_md_enmienda_no1_al_plan_regulador_comunal_de_rengo_localidad_de_esmeralda__do-20090414.pdf,PDF,40764121,c004261956bd0356f352be6391af921126666fe4692818f42bd54ff2a72fafa5,88,0,0,88,0,ESCANEADO
Ordenanzas ordenadas\rengo_881_md_enmienda_no1_al_plan_regulador_comunal_de_rengo_localidad_de_esmeralda__do-20090414.pdf,ordenadas,rengo,rengo_881_md_enmienda_no1_al_plan_regulador_comunal_de_rengo_localidad_de_esmeralda__do-20090414.pdf,PDF,40764121,c004261956bd0356f352be6391af921126666fe4692818f42bd54ff2a72fafa5,88,0,0,88,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_965_md_enmienda_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20111014.pdf,descargadas,rengo,rengo_965_md_enmienda_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20111014.pdf,PDF,23729133,d5cfc9880a17572e143ba844a08f7d87651afab424dcceef634160099d9f86c2,56,0,0,56,0,ESCANEADO
Ordenanzas ordenadas\rengo_965_md_enmienda_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20111014.pdf,ordenadas,rengo,rengo_965_md_enmienda_no2_al_plan_regulador_comunal_de_rengo_localidad_de_rengo__do-20111014.pdf,PDF,23729133,d5cfc9880a17572e143ba844a08f7d87651afab424dcceef634160099d9f86c2,56,0,0,56,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_decreto_1247_inicia_tramitacion_modificacion_no6_plan_regulador_comunal__1247_del%2016.11.20_Inicia%20Tramitacion%20Modificacion%20Nro%206%20Plan%20Regulador%20Comunal.pdf,descargadas,rengo,rengo_decreto_1247_inicia_tramitacion_modificacion_no6_plan_regulador_comunal__1247_del%2016.11.20_Inicia%20Tramitacion%20Modificacion%20Nro%206%20Plan%20Regulador%20Comunal.pdf,PDF,3062999,6b8d5486892d71e317dbbfe6606de013de77809f7562165eb4e53afcbd982e6c,3,0,0,3,0,ESCANEADO
Ordenanzas Descargadas\1200 x\rengo_decreto_327_aprueba_foro_de_preguntas_y_respuestas_al_proceso_licitatorio_para_c__0327_21.02.24_Aprueba.pdf,descargadas,rengo,rengo_decreto_327_aprueba_foro_de_preguntas_y_respuestas_al_proceso_licitatorio_para_c__0327_21.02.24_Aprueba.pdf,PDF,3129829,862f40be3c554a6d632cf2b37d50ed1a21458aa66cc976c339f231a7139b0f1e,7,13871,7,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_decreto_327_aprueba_foro_de_preguntas_y_respuestas_al_proceso_licitatorio_para_c__0327_21.02.24_Aprueba.pdf,ordenadas,rengo,rengo_decreto_327_aprueba_foro_de_preguntas_y_respuestas_al_proceso_licitatorio_para_c__0327_21.02.24_Aprueba.pdf,PDF,3129829,862f40be3c554a6d632cf2b37d50ed1a21458aa66cc976c339f231a7139b0f1e,7,13871,7,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_decreto_394_despacha_oficio_modificacion_n5_plan_regulador_de_rengo__0394_del%2020.03.15_Despacha%20Oficio%20Modificacion%20Nro%205%20Plan%20Regulador%20de%20Rengo.pdf,descargadas,rengo,rengo_decreto_394_despacha_oficio_modificacion_n5_plan_regulador_de_rengo__0394_del%2020.03.15_Despacha%20Oficio%20Modificacion%20Nro%205%20Plan%20Regulador%20de%20Rengo.pdf,PDF,2970131,1ef639c7de1e5efab09fc93a256c8d4ee25fdf7c1047726ea9b3ac79f030c8f5,6,15012,6,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_decreto_434_aprueba_modificacioin_no_6_al_plan_regulador_comunal_de_rengo__0434_21.03.2023_Aprueba%20Modificacion%20N%206%20al%20Plan%20Regulador%20Comunal%20de%20Rengo.pdf,descargadas,rengo,rengo_decreto_434_aprueba_modificacioin_no_6_al_plan_regulador_comunal_de_rengo__0434_21.03.2023_Aprueba%20Modificacion%20N%206%20al%20Plan%20Regulador%20Comunal%20de%20Rengo.pdf,PDF,5596882,c38395336d083324843c8c4afcc614ed861d1e2cd0f200e1eb3902a4b752a401,24,35543,23,1,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_decreto_580_iniciase_tramitacion_enmienda_no_7_para_zonas_residenciales_zh3_y_zh__0580_del%2004.04.19_Iniciase%20tramitacion%20enmienda%20Nro%207%20para%20zonas%20residenciales%20ZH3%20y%20ZH5%20Plan%20Regulador%20Comunal.pdf,descargadas,rengo,rengo_decreto_580_iniciase_tramitacion_enmienda_no_7_para_zonas_residenciales_zh3_y_zh__0580_del%2004.04.19_Iniciase%20tramitacion%20enmienda%20Nro%207%20para%20zonas%20residenciales%20ZH3%20y%20ZH5%20Plan%20Regulador%20Comunal.pdf,PDF,3612741,2b66db2b59157bdcf6b00eba2dff1876653d0e94e93c7eac10bbff9c7af18f01,0,0,0,0,0,ILEGIBLE
Ordenanzas Descargadas\1200 x\rengo_decreto_726_iniciese_procedimiento_para_actualizacion_plan_regulador_comunal__0726_del%2005.06.18_Inicia%20procedimiento%20Actualizacion%20Plan%20Regulador%20Comunal.pdf,descargadas,rengo,rengo_decreto_726_iniciese_procedimiento_para_actualizacion_plan_regulador_comunal__0726_del%2005.06.18_Inicia%20procedimiento%20Actualizacion%20Plan%20Regulador%20Comunal.pdf,PDF,1747531,b8a739b5363d4a727d78eb3331b5ad5762a854b5f1519dbb304538f9a919a952,2,3189,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_decreto_736_aprueba_bases_adminsitrativas_terminos_de_referencia_y_formatosque_r__0736_D~1.PDF,descargadas,rengo,rengo_decreto_736_aprueba_bases_adminsitrativas_terminos_de_referencia_y_formatosque_r__0736_D~1.PDF,PDF,91399693,c3838b6efe1bb023331abc6419ce59b6b18c23bfadbe5a2f2cac740d3e62eafe,87,161696,87,0,0,TEXTO
Ordenanzas Descargadas\1200 x\rengo_decreto_875_modificacion_nro_4_plan_regulador__0875_del%2001.05.15_Modificacion%20Nro%204%20Plan%20Regulador.pdf,descargadas,rengo,rengo_decreto_875_modificacion_nro_4_plan_regulador__0875_del%2001.05.15_Modificacion%20Nro%204%20Plan%20Regulador.pdf,PDF,949099,7f865d7e64d14602e5c693d833ffe447d98bccb6cba94eaa50824a36793b8299,2,3718,2,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\rengo_decreto_875_modificacion_nro_4_plan_regulador__0875_del_2001.05.15_Modificacion_20Nro_204_20Plan_20Regulador.pdf,ordenadas,rengo,rengo_decreto_875_modificacion_nro_4_plan_regulador__0875_del_2001.05.15_Modificacion_20Nro_204_20Plan_20Regulador.pdf,PDF,949099,7f865d7e64d14602e5c693d833ffe447d98bccb6cba94eaa50824a36793b8299,2,3718,2,0,0,TEXTO
descargas\requinoa\busqueda_global\decreto_alcaldicio_1233_designa_profesionales_contraparte_municipal_elaboracion___DA1233.pdf,descargas,requinoa,decreto_alcaldicio_1233_designa_profesionales_contraparte_municipal_elaboracion___DA1233.pdf,PDF,408314,61badb952afa86d7fe3b6b44592d9ebaf0a97d3d2f3c7ef732b5f9de2178f6da,1,0,0,1,0,ESCANEADO
descargas\requinoa\busqueda_global\decreto_alcaldicio_1418_autoriza_compra_agil_publicacion_avisos_de_prensa_consul__DA1418.pdf,descargas,requinoa,decreto_alcaldicio_1418_autoriza_compra_agil_publicacion_avisos_de_prensa_consul__DA1418.pdf,PDF,660897,2e0cbe5f249818f27959cf28653480c87d62954edb787ef5866d272bcb6bb581,1,1881,1,0,0,TEXTO
descargas\requinoa\busqueda_global\decreto_alcaldicio_1431_modifica_decreto_alcaldicio_n_1418_publicacion_avisos_pr__DA1431.pdf,descargas,requinoa,decreto_alcaldicio_1431_modifica_decreto_alcaldicio_n_1418_publicacion_avisos_pr__DA1431.pdf,PDF,703823,9171ced7270f42a81f3a995f1499af299268e4da54c137d7faef05c21c824dba,1,2016,1,0,0,TEXTO
descargas\requinoa\busqueda_global\decreto_alcaldicio_2422_designa_incorporacion_contraparte_tecnica_seremi_viviend__DA2422.pdf,descargas,requinoa,decreto_alcaldicio_2422_designa_incorporacion_contraparte_tecnica_seremi_viviend__DA2422.pdf,PDF,1212792,f10120bf7e4ba3e990c3fb35cc1032519402e3ec2ac90846178ac5ec71ce84ab,2,3610,2,0,0,TEXTO
descargas\requinoa\busqueda_global\decreto_alcaldicio_2660_autoriza_retomar_proceso_de_consulta_publica_al_anteproy__DA2660.pdf,descargas,requinoa,decreto_alcaldicio_2660_autoriza_retomar_proceso_de_consulta_publica_al_anteproy__DA2660.pdf,PDF,571097,14820c76ef08e60078d6d11393c9aba7312ade857bdb9546c8933ae520943696,2,0,0,2,0,ESCANEADO
descargas\requinoa\busqueda_global\decreto_alcaldicio_3056_designa_incorporacion_contraparte_municipal_municipal_el__DA3056.pdf,descargas,requinoa,decreto_alcaldicio_3056_designa_incorporacion_contraparte_municipal_municipal_el__DA3056.pdf,PDF,1500410,05c4463f52d0a92a5eb4b68989ee50ef3f92750a6e68917280f70d07ed7b92e8,2,4614,2,0,0,TEXTO
descargas\requinoa\busqueda_global\decreto_alcaldicio_3411_derroguese_el_plan_regulador_comunal_de_requinoa_aprobad__DA3411.pdf,descargas,requinoa,decreto_alcaldicio_3411_derroguese_el_plan_regulador_comunal_de_requinoa_aprobad__DA3411.pdf,PDF,3755968,f9993ccd19d19c9f28e5c5dc14b84f41f992a765f04cb733f741d4597bcb24c2,10,32755,10,0,0,TEXTO
descargas\requinoa\busqueda_global\decreto_alcaldicio_82_autoriza_reconocimiento_de_deuda_por_el_servicio_de_public__DA82.pdf,descargas,requinoa,decreto_alcaldicio_82_autoriza_reconocimiento_de_deuda_por_el_servicio_de_public__DA82.pdf,PDF,281917,9fdd2fc6865c5d642e3cba7a840e9b1e371650aca4144ff033023e45d2ada63d,1,0,0,1,0,ESCANEADO
descargas\requinoa\busqueda_global\decreto_alcaldicio_881_proceso_actualizacion_eae_plan_regulador_comunal_requinoa__DA881.pdf,descargas,requinoa,decreto_alcaldicio_881_proceso_actualizacion_eae_plan_regulador_comunal_requinoa__DA881.pdf,PDF,5359702,095d6072e04edea4eb323c866f6aac74b52814bea2f608fb22185749c830439b,11,35419,11,0,0,TEXTO
Ordenanzas Descargadas\1200 x\requinoa_decreto_alcaldicio_1233_designa_profesionales_contraparte_municipal_elaboracion___DA1233.pdf,descargadas,requinoa,requinoa_decreto_alcaldicio_1233_designa_profesionales_contraparte_municipal_elaboracion___DA1233.pdf,PDF,408314,61badb952afa86d7fe3b6b44592d9ebaf0a97d3d2f3c7ef732b5f9de2178f6da,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\1200 x\requinoa_decreto_alcaldicio_1418_autoriza_compra_agil_publicacion_avisos_de_prensa_consul__DA1418.pdf,descargadas,requinoa,requinoa_decreto_alcaldicio_1418_autoriza_compra_agil_publicacion_avisos_de_prensa_consul__DA1418.pdf,PDF,660897,2e0cbe5f249818f27959cf28653480c87d62954edb787ef5866d272bcb6bb581,1,1881,1,0,0,TEXTO
Ordenanzas Descargadas\1200 x\requinoa_decreto_alcaldicio_1431_modifica_decreto_alcaldicio_n_1418_publicacion_avisos_pr__DA1431.pdf,descargadas,requinoa,requinoa_decreto_alcaldicio_1431_modifica_decreto_alcaldicio_n_1418_publicacion_avisos_pr__DA1431.pdf,PDF,703823,9171ced7270f42a81f3a995f1499af299268e4da54c137d7faef05c21c824dba,1,2016,1,0,0,TEXTO
Ordenanzas Descargadas\1200 x\requinoa_decreto_alcaldicio_2422_designa_incorporacion_contraparte_tecnica_seremi_viviend__DA2422.pdf,descargadas,requinoa,requinoa_decreto_alcaldicio_2422_designa_incorporacion_contraparte_tecnica_seremi_viviend__DA2422.pdf,PDF,1212792,f10120bf7e4ba3e990c3fb35cc1032519402e3ec2ac90846178ac5ec71ce84ab,2,3610,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\requinoa_decreto_alcaldicio_2660_autoriza_retomar_proceso_de_consulta_publica_al_anteproy__DA2660.pdf,descargadas,requinoa,requinoa_decreto_alcaldicio_2660_autoriza_retomar_proceso_de_consulta_publica_al_anteproy__DA2660.pdf,PDF,571097,14820c76ef08e60078d6d11393c9aba7312ade857bdb9546c8933ae520943696,2,0,0,2,0,ESCANEADO
Ordenanzas Descargadas\1200 x\requinoa_decreto_alcaldicio_3056_designa_incorporacion_contraparte_municipal_municipal_el__DA3056.pdf,descargadas,requinoa,requinoa_decreto_alcaldicio_3056_designa_incorporacion_contraparte_municipal_municipal_el__DA3056.pdf,PDF,1500410,05c4463f52d0a92a5eb4b68989ee50ef3f92750a6e68917280f70d07ed7b92e8,2,4614,2,0,0,TEXTO
Ordenanzas Descargadas\1200 x\requinoa_decreto_alcaldicio_3411_derroguese_el_plan_regulador_comunal_de_requinoa_aprobad__DA3411.pdf,descargadas,requinoa,requinoa_decreto_alcaldicio_3411_derroguese_el_plan_regulador_comunal_de_requinoa_aprobad__DA3411.pdf,PDF,3755968,f9993ccd19d19c9f28e5c5dc14b84f41f992a765f04cb733f741d4597bcb24c2,10,32755,10,0,0,TEXTO
