comuna,familia,ruta,carpeta_origen,nombre,bytes,paginas,paginas_texto,paginas_escaneadas,paginas_vacias,veredicto,copias,copias_distintas,rutas_copias
SIN_COMUNA,an57ff_1,Ordenanzas ordenadas\OCR ok\AN57FF~1.PDF,ordenadas,AN57FF~1.PDF,1462528,7,7,0,0,TEXTO,1,1,Ordenanzas ordenadas\OCR ok\AN57FF~1.PDF
SIN_COMUNA,ca12e2_1,Ordenanzas ordenadas\OCR ok\CA12E2~1.PDF,ordenadas,CA12E2~1.PDF,11707768,65,63,2,0,TEXTO,2,2,Ordenanzas ordenadas\CA12E2~1.PDF | Ordenanzas ordenadas\OCR ok\CA12E2~1.PDF
SIN_COMUNA,cu04a6_1,Ordenanzas ordenadas\CU04A6~1.PDF,ordenadas,CU04A6~1.PDF,5164489,9,0,9,0,ESCANEADO,1,1,Ordenanzas ordenadas\CU04A6~1.PDF
SIN_COMUNA,cu1528_1,Ordenanzas ordenadas\CU1528~1.PDF,ordenadas,CU1528~1.PDF,1608684,3,0,3,0,ESCANEADO,1,1,Ordenanzas ordenadas\CU1528~1.PDF
SIN_COMUNA,cu47e3_1,Ordenanzas ordenadas\CU47E3~1.PDF,ordenadas,CU47E3~1.PDF,2749453,12,0,12,0,ESCANEADO,1,1,Ordenanzas ordenadas\CU47E3~1.PDF
SIN_COMUNA,cuae0a_1,Ordenanzas ordenadas\CUAE0A~1.PDF,ordenadas,CUAE0A~1.PDF,3067295,11,0,11,0,ESCANEADO,1,1,Ordenanzas ordenadas\CUAE0A~1.PDF
SIN_COMUNA,cufa98_1,Ordenanzas ordenadas\CUFA98~1.PDF,ordenadas,CUFA98~1.PDF,1087413,2,0,2,0,ESCANEADO,1,1,Ordenanzas ordenadas\CUFA98~1.PDF
SIN_COMUNA,laa257_1,Ordenanzas ordenadas\LAA257~1.PDF,ordenadas,LAA257~1.PDF,3294179,14,0,14,0,ESCANEADO,1,1,Ordenanzas ordenadas\LAA257~1.PDF
SIN_COMUNA,lo696e_1,Ordenanzas ordenadas\LO696E~1.PDF,ordenadas,LO696E~1.PDF,1903787,6,2,4,0,MIXTO,1,1,Ordenanzas ordenadas\LO696E~1.PDF
SIN_COMUNA,lo73fc_1,Ordenanzas ordenadas\OCR ok\LO73FC~1.PDF,ordenadas,LO73FC~1.PDF,5467947,18,18,0,0,TEXTO,1,1,Ordenanzas ordenadas\OCR ok\LO73FC~1.PDF
SIN_COMUNA,lo9bab_1,Ordenanzas ordenadas\LO9BAB~1.PDF,ordenadas,LO9BAB~1.PDF,401148,5,2,3,0,MIXTO,1,1,Ordenanzas ordenadas\LO9BAB~1.PDF
SIN_COMUNA,lob32e_1,Ordenanzas ordenadas\OCR ok\LOB32E~1.PDF,ordenadas,LOB32E~1.PDF,1065744,4,2,2,0,MIXTO,1,1,Ordenanzas ordenadas\OCR ok\LOB32E~1.PDF
SIN_COMUNA,loec66_1,Ordenanzas ordenadas\OCR ok\LOEC66~1.PDF,ordenadas,LOEC66~1.PDF,411544,5,5,0,0,TEXTO,1,1,Ordenanzas ordenadas\OCR ok\LOEC66~1.PDF
SIN_COMUNA,qub2c7_1,Ordenanzas ordenadas\QUB2C7~1.PDF,ordenadas,QUB2C7~1.PDF,185076,1,0,1,0,ESCANEADO,1,1,Ordenanzas ordenadas\QUB2C7~1.PDF
SIN_COMUNA,quinte_3,Ordenanzas ordenadas\QUINTE~3.PDF,ordenadas,QUINTE~3.PDF,4341367,7,0,7,0,ESCANEADO,1,1,Ordenanzas ordenadas\QUINTE~3.PDF
SIN_COMUNA,re0b51_1,Ordenanzas ordenadas\RE0B51~1.PDF,ordenadas,RE0B51~1.PDF,3062999,3,0,3,0,ESCANEADO,1,1,Ordenanzas ordenadas\RE0B51~1.PDF
SIN_COMUNA,re6b5f_1,Ordenanzas ordenadas\OCR ok\RE6B5F~1.PDF,ordenadas,RE6B5F~1.PDF,5596882,24,23,1,0,TEXTO,1,1,Ordenanzas ordenadas\OCR ok\RE6B5F~1.PDF
SIN_COMUNA,re6c2c_1,Ordenanzas ordenadas\OCR ok\RE6C2C~1.PDF,ordenadas,RE6C2C~1.PDF,1747531,2,2,0,0,TEXTO,1,1,Ordenanzas ordenadas\OCR ok\RE6C2C~1.PDF
SIN_COMUNA,re9364_1,Ordenanzas ordenadas\RE9364~1.PDF,ordenadas,RE9364~1.PDF,3612741,4,0,4,0,ESCANEADO,1,1,Ordenanzas ordenadas\RE9364~1.PDF
SIN_COMUNA,reffc5_1,Ordenanzas ordenadas\OCR ok\REFFC5~1.PDF,ordenadas,REFFC5~1.PDF,2970131,6,6,0,0,TEXTO,1,1,Ordenanzas ordenadas\OCR ok\REFFC5~1.PDF
algarrobo,3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad,Ordenanzas ordenadas\OCR ok\algarrobo_3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf,ordenadas,algarrobo_3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf,638850,4,2,0,2,TEXTO,3,1,Ordenanzas Descargadas\1-600\algarrobo_3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf | Ordenanzas ordenadas\OCR ok\algarrobo_3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf | descargas\algarrobo\diario_oficial\3336_aprueba_la_modificacion_del_plan_regulador_comuna_de_algarrobo_singularizad__Exportar.pdf
andacollo,445_aprueba_enmienda_n_1_al_plan_regulador_comunal,Ordenanzas ordenadas\OCR ok\andacollo_445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf,ordenadas,andacollo_445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf,41779,2,2,0,0,TEXTO,3,1,Ordenanzas Descargadas\1-600\andacollo_445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf | Ordenanzas ordenadas\OCR ok\andacollo_445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf | descargas\andacollo\diario_oficial\445_aprueba_enmienda_n_1_al_plan_regulador_comunal__Exportar.pdf
angol,40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c,Ordenanzas ordenadas\OCR ok\angol_40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf,ordenadas,angol_40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf,914314,20,20,0,0,TEXTO,3,1,Ordenanzas Descargadas\1-600\angol_40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf | Ordenanzas ordenadas\OCR ok\angol_40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf | descargas\angol\diario_oficial\40_gobierno_regional_de_la_araucania_promulga_actualizacion_del_plan_regulador_c__40.pdf
antofagasta,136_modifica_ordenaza_local_de_plan_regulador,Ordenanzas ordenadas\OCR ok\antofagasta_136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf,ordenadas,antofagasta_136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf,26348,1,1,0,0,TEXTO,3,1,Ordenanzas Descargadas\1-600\antofagasta_136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf | descargas\antofagasta\diario_oficial\136_modifica_ordenaza_local_de_plan_regulador__Exportar.pdf
antofagasta,145_modifica_plan_regulador_comunal_de_antofagasta,Ordenanzas ordenadas\OCR ok\antofagasta_145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf,ordenadas,antofagasta_145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf,955786,20,17,3,0,MIXTO,3,1,Ordenanzas Descargadas\1-600\antofagasta_145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf | descargas\antofagasta\diario_oficial\145_modifica_plan_regulador_comunal_de_antofagasta__Exportar.pdf
antofagasta,236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de,Ordenanzas ordenadas\OCR ok\antofagasta_236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf,ordenadas,antofagasta_236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf,18375320,60,41,18,1,MIXTO,3,1,Ordenanzas Descargadas\1-600\antofagasta_236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf | descargas\antofagasta\diario_oficial\236_promulga_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal_de___Exportar.pdf
antofagasta,546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof,Ordenanzas Descargadas\1-600\antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf,descargadas,antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf,742705,4,3,1,0,MIXTO,2,1,Ordenanzas Descargadas\1-600\antofagasta_546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf | descargas\antofagasta\diario_oficial\546_da_inicio_a_procedimiento_de_modificacion_de_plan_regulador_comunal_de_antof__Exportar.pdf
antofagasta,547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto,Ordenanzas Descargadas\1-600\antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf,descargadas,antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf,245887,3,3,0,0,TEXTO,2,1,Ordenanzas Descargadas\1-600\antofagasta_547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf | descargas\antofagasta\diario_oficial\547_da_inicio_a_procedimiento_de_modificacion_del_plan_regulador_comunal_de_anto__Exportar.pdf
antofagasta,621_aprueba_modificacion_a_ordenanza_local_plan_regulador,Ordenanzas ordenadas\OCR ok\antofagasta_621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf,ordenadas,antofagasta_621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf,24947,1,1,0,0,TEXTO,3,1,Ordenanzas Descargadas\1-600\antofagasta_621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf | descargas\antofagasta\diario_oficial\621_aprueba_modificacion_a_ordenanza_local_plan_regulador__Exportar.pdf
antofagasta,816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal,Ordenanzas ordenadas\OCR ok\antofagasta_816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf,ordenadas,antofagasta_816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf,14865755,52,46,5,1,TEXTO,3,1,Ordenanzas Descargadas\1-600\antofagasta_816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf | descargas\antofagasta\diario_oficial\816_promulga_el_texto_aprobatorio_de_la_modificacion_del_plan_regulador_comunal___Exportar.pdf
antofagasta,decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf,descargadas,antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf,483568,2,0,2,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_1080_disponese_el_llamado_a_propuesta_publica_denominada_actu__61372b59-a19a-4979-8636-6077cbdfe17a.pdf
antofagasta,decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf,descargadas,antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf,754020,1,0,1,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_1287_adjudicase_modificacion_plan_regulador_sector_norte_terc__742547a5-b8b4-4c3d-8f22-65d5121f917a.pdf
antofagasta,decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf,descargadas,antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf,1437929,4,0,4,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antofagasta_decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf | descargas\antofagasta\busqueda_global\decreto_alcaldicio_546_dese_por_iniciado_el_procedimiento_de_modificacion_del_pl__476066eb-7f3e-40b2-8b01-d4bb783e281e.pdf
antofagasta,ordenanza_plan_regulador_de_la_comuna_de_antofagasta,Ordenanzas ordenadas\OCR ok\antofagasta_ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf,ordenadas,antofagasta_ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf,464172,84,81,0,3,TEXTO,3,1,Ordenanzas Descargadas\1-600\antofagasta_ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf | descargas\antofagasta\ordenanzas_vigentes\ordenanza_plan_regulador_de_la_comuna_de_antofagasta__07-07-2002 Plan Regulador.pdf
antofagasta,sn_modificaciones_al_plan_regulador_comunal_de_antofagasta,Ordenanzas ordenadas\OCR ok\antofagasta_sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf,ordenadas,antofagasta_sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf,51355,5,5,0,0,TEXTO,3,1,Ordenanzas Descargadas\1-600\antofagasta_sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf | Ordenanzas ordenadas\OCR ok\antofagasta_sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf | descargas\antofagasta\diario_oficial\sn_modificaciones_al_plan_regulador_comunal_de_antofagasta__Exportar.pdf
antuco,decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf,descargadas,antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf,11648252,12,0,12,0,ESCANEADO,4,2,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1263_2021.pdf | Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1263_2021.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_modificacion_de_ordenanza_que_regula_otorgamiento_de_beca_munici__Decreto_1898_2019.pdf
antuco,decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,descargadas,antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,772713,5,5,0,0,TEXTO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf
antuco,decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras,Ordenanzas ordenadas\OCR ok\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf,ordenadas,antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf,1375796,10,10,0,0,TEXTO,3,1,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf | Ordenanzas ordenadas\OCR ok\antuco_decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_municipal_sobre_autorizacion_de_transporte_de_basuras___Decreto_2049_2017.pdf
antuco,decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf,descargadas,antuco_decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf,402603,35,35,0,0,TEXTO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf
antuco,decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf,descargadas,antuco_decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf,21920859,25,0,25,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf | descargas\antuco\ordenanzas_vigentes\decreto_aprueba_ordenanza_n_012026_municipal_sobre_tenencia_responsable_de_masco__Decreto_1159_2026.pdf
antuco,decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso,Ordenanzas ordenadas\OCR ok\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf,ordenadas,antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf,4818928,6,6,0,0,TEXTO,4,2,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf | Ordenanzas ordenadas\OCR ok\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf | Ordenanzas ordenadas\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf
antuco,decreto_ordenanza_municipal_sobre_subvenciones_municipales,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf,descargadas,antuco_decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf,3275680,12,0,12,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf
antuco,decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf,descargadas,antuco_decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf,6358922,18,18,0,0,TEXTO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf
antuco,decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf,descargadas,antuco_decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf,6725929,7,0,7,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_la_regulacion_del_otorgamiento_de_beca_municipal_de_ense__Decreto_5222_2017.pdf
antuco,decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf,descargadas,antuco_decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf,902845,4,4,0,0,TEXTO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_la_regulacion_transito_vehicular_uso_de_cadenas_aseo_y_o__Decreto_554_2015.pdf
antuco,decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf,descargadas,antuco_decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf,8949005,11,0,11,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf
antuco,decreto_ordenanza_sobre_subvenciones_municipalies,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf,descargadas,antuco_decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf,13433437,5,0,5,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf
antuco,decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf,descargadas,antuco_decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf,4683593,6,6,0,0,TEXTO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf | descargas\antuco\ordenanzas_vigentes\decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf
antuco,decreto_rectifica_decreto_alcaldicio_n_1159_de_fecha_23_de_febrero_de_2026_que_a,Ordenanzas Descargadas\1-600\antuco_decreto_rectifica_decreto_alcaldicio_n_1159_de_fecha_23_de_febrero_de_2026_que_a__1871.pdf,descargadas,antuco_decreto_rectifica_decreto_alcaldicio_n_1159_de_fecha_23_de_febrero_de_2026_que_a__1871.pdf,1764327,2,0,2,0,ESCANEADO,2,1,Ordenanzas Descargadas\1-600\antuco_decreto_rectifica_decreto_alcaldicio_n_1159_de_fecha_23_de_febrero_de_2026_que_a__1871.pdf | descargas\antuco\ordenanzas_vigentes\decreto_rectifica_decreto_alcaldicio_n_1159_de_fecha_23_de_febrero_de_2026_que_a__1871.pdf
