accion,ruta,tipo_catalogo,tipo_en_disco,destino
BORRADO,descargas\coquimbo\busqueda_global\decreto_promulga_la_actualizacion_del_plan_regulador_comunal_coquimbo__view.pdf,HTML,HTML,
BORRADO,descargas\coquimbo\busqueda_global\municipio_de_coquimbo_y_vecinos_abordan_plan_regulador_comunal_poniendo_foco_en___9165-municipio-de-coquimbo-y-vecinos-abordan-plan-regulador-comunal-poniendo-foco-en-la-conectividad-y-ordenamiento-urbano.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\coquimbo_municipio_de_coquimbo_y_vecinos_abordan_plan_regulador_comunal_poniendo_foco_en___9165-municipio-de-coquimbo-y-vecinos-abordan-plan-regulador-comunal-poniendo-foco-en-la-conectividad-y-ordenamiento-urbano.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\COQUIM~3.PDF,HTML,HTML,
BORRADO,descargas\coronel\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\coronel_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\coronel_decreto_aprueba_plan_regulador_comunal_de_coronel_ordenanza__Decreto%20N%C2%BA%202465.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\coronel_decreto_modificacion_a_la_ordenanza_del_plan_regulador_comunal_y_plan_seccional___Decreto%20N%C2%BA%203183.pdf,HTML,HTML,
BORRADO,descargas\coronel\busqueda_global\decreto_aprueba_plan_regulador_comunal_de_coronel_ordenanza__Decreto%20N%C2%BA%202465.pdf,HTML,HTML,
BORRADO,descargas\coronel\busqueda_global\decreto_modificacion_a_la_ordenanza_del_plan_regulador_comunal_y_plan_seccional___Decreto%20N%C2%BA%203183.pdf,HTML,HTML,
BORRADO,descargas\corral\busqueda_global\atribuciones_esenciales__1h2rj.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\corral_atribuciones_esenciales__1h2rj.pdf,HTML,HTML,
BORRADO,descargas\coyhaique\busqueda_global\atribuciones_esenciales__1uuy1.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\coyhaique_atribuciones_esenciales__1uuy1.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\cunco_otras_atribuciones__2jvj8.pdf,HTML,HTML,
BORRADO,descargas\cunco\busqueda_global\otras_atribuciones__2jvj8.pdf,HTML,HTML,
BORRADO,descargas\curaco_de_velez\busqueda_global\atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\curaco_de_velez_atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,descargas\curanilahue\busqueda_global\consulta_publica_elaboracion_plano_regulador__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\curanilahue_consulta_publica_elaboracion_plano_regulador__Navegar.pdf,HTML,HTML,
BORRADO,descargas\curarrehue\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\curarrehue_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\dalcahue\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\dalcahue_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\diego_de_almagro\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\diego_de_almagro_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\donihue\busqueda_global\decreto_56_plano_regulador_vigente_localidades_de_donihue_y_lo_miranda__1ngtj.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\donihue_decreto_56_plano_regulador_vigente_localidades_de_donihue_y_lo_miranda__1ngtj.pdf,HTML,HTML,
RESCATADO,Ordenanzas Descargadas\1-600\donihue_plan_regulador_comunal_de_las_localidades_de_donihue_y_lo_miranda_vigente__cf906fb9-196d-4047-82a4-15a760604037.pdf,ZIP_OFFICE,ZIP_OFFICE,_recuperables_no_pdf\donihue_plan_regulador_comunal_de_las_localidades_de_donihue_y_lo_miranda_vigente__cf906fb9-196d-4047-82a4-15a760604037.zip
RESCATADO,descargas\donihue\busqueda_global\plan_regulador_comunal_de_las_localidades_de_donihue_y_lo_miranda_vigente__cf906fb9-196d-4047-82a4-15a760604037.pdf,ZIP_OFFICE,ZIP_OFFICE,_recuperables_no_pdf\plan_regulador_comunal_de_las_localidades_de_donihue_y_lo_miranda_vigente__cf906fb9-196d-4047-82a4-15a760604037.zip
BORRADO,Ordenanzas Descargadas\1-600\el_bosque_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\el_bosque\busqueda_global\potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\el_monte_otras_atribuciones__Navegar.pdf,HTML,HTML,
BORRADO,descargas\el_monte\busqueda_global\otras_atribuciones__Navegar.pdf,HTML,HTML,
BORRADO,descargas\el_tabo\busqueda_global\audiencia_publica_modificaccion_plano_regulador_de_la_comuna_de_el_tabo__documento.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\el_tabo_audiencia_publica_modificaccion_plano_regulador_de_la_comuna_de_el_tabo__documento.pdf,HTML,HTML,
BORRADO,descargas\empedrado\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\empedrado_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\ercilla\busqueda_global\consulta_publica_para_planes_reguladores_comunales__open.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\ercilla_consulta_publica_para_planes_reguladores_comunales__open.pdf,HTML,HTML,
BORRADO,descargas\estacion_central\busqueda_global\decreto_modifica_plan_regulador_comunal_de_santiago_vigente_para_la_comuna_de_es__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\estacion_central_decreto_modifica_plan_regulador_comunal_de_santiago_vigente_para_la_comuna_de_es__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\estacion_central_decreto_modifica_plan_regulador_comunal_de_santiago_vigente_para_la_comuna_de_es__view.pdf,HTML,HTML,
BORRADO,descargas\florida\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\florida_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\freire\busqueda_global\atribuciones_esenciales__2jvj8.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\freire_atribuciones_esenciales__2jvj8.pdf,HTML,HTML,
BORRADO,descargas\freirina\busqueda_global\decreto_promulga_plan_regulador_ilustre_municipalidad_de_freirina__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\freirina_decreto_promulga_plan_regulador_ilustre_municipalidad_de_freirina__navegar.pdf,HTML,HTML,
RESCATADO,descargas\fresia\busqueda_global\a_quien_corresponda_se_solicita_plano_regulador_comunal_vigente_en_formato_dwg_a__c505f138-43b2-468d-b41c-71403855b9a8.pdf,ZIP_OFFICE,ZIP_OFFICE,_recuperables_no_pdf\a_quien_corresponda_se_solicita_plano_regulador_comunal_vigente_en_formato_dwg_a__c505f138-43b2-468d-b41c-71403855b9a8.zip
BORRADO,Ordenanzas Descargadas\1-600\fresia_resolucion_aprueba_plan_regulador_de_fresia__1m9w7.pdf,HTML,HTML,
BORRADO,descargas\fresia\busqueda_global\resolucion_aprueba_plan_regulador_de_fresia__1m9w7.pdf,HTML,HTML,
RESCATADO,Ordenanzas Descargadas\1-600\fresia_a_quien_corresponda_se_solicita_plano_regulador_comunal_vigente_en_formato_dwg_a__c505f138-43b2-468d-b41c-71403855b9a8.pdf,ZIP_OFFICE,ZIP_OFFICE,_recuperables_no_pdf\fresia_a_quien_corresponda_se_solicita_plano_regulador_comunal_vigente_en_formato_dwg_a__c505f138-43b2-468d-b41c-71403855b9a8.zip
BORRADO,descargas\frutillar\busqueda_global\decreto_150_aprueba_plan_regulador_comunal_de_frutillar__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\frutillar_decreto_150_aprueba_plan_regulador_comunal_de_frutillar__navegar.pdf,HTML,HTML,
BORRADO,descargas\futaleufu\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\futaleufu_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\galvarino\busqueda_global\atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,descargas\galvarino\busqueda_global\certificado_36_antecedentes_previos_conforme_al_plano_regulador_y_ordenanzas_vig__CERTIFICADO_030.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\galvarino_atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\galvarino_certificado_36_antecedentes_previos_conforme_al_plano_regulador_y_ordenanzas_vig__CERTIFICADO_030.pdf,HTML,HTML,
BORRADO,descargas\general_lagos\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\general_lagos_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\gorbea\busqueda_global\decreto_aprueba_enmienda_al_plan_regulador_comunal_de_gorbea__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\gorbea_decreto_aprueba_enmienda_al_plan_regulador_comunal_de_gorbea__Navegar.pdf,HTML,HTML,
BORRADO,descargas\graneros\busqueda_global\decreto_modifica_plan_regulador_de_graneros_y_plan_regulador_intercomunal_de_ran__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\graneros_decreto_modifica_plan_regulador_de_graneros_y_plan_regulador_intercomunal_de_ran__Navegar.pdf,HTML,HTML,
BORRADO,descargas\guaitecas\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\guaitecas_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\hijuelas\busqueda_global\atribuciones_esenciales__1h2rj.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\hijuelas_atribuciones_esenciales__1h2rj.pdf,HTML,HTML,
BORRADO,descargas\hualqui\busqueda_global\decreto_1495_promulga_actualizacion_plan_regulador_comunal_de_hualqui__open.pdf,HTML,HTML,
BORRADO,descargas\hualqui\busqueda_global\decreto_alcaldicio_promulga_plan_regulador_comunal__open.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\hualqui_decreto_1495_promulga_actualizacion_plan_regulador_comunal_de_hualqui__open.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\hualqui_decreto_alcaldicio_promulga_plan_regulador_comunal__open.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huara_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__navegar.pdf,HTML,HTML,
BORRADO,descargas\huara\busqueda_global\potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huasco_otras_atribuciones__navegar.pdf,HTML,HTML,
BORRADO,descargas\huasco\busqueda_global\otras_atribuciones__navegar.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_1062_modificacion_del_plan_regulador_comunal_de_huechuraba_denomi__view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_1204_modificacion_al_plan_regulador_comunal_mprch_10_desafecta_vi__view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_1838_sanciona_acuerdo_del_concejo_que_aprueba_el_informe_de_obser__view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_2070_autoriza_iniciar_la_elaboracion_de_los_antecedentes_y_estudi__view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_2128_revoca_decreto_alcaldicio_exento_n_1989_de_fecha_30112007_qu__view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_2667_autoriza_audiencias_publicas_sobre_proyecto_de_modificacion___view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_3290_aprueba_inicio_del_proceso_de_modificacion_al_plan_regulador__view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_701_autoriza_iniciar_la_elaboracion_de_los_antecedentes_estudios___view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_apruebase_el_plan_regulador_comunal_de_huechuraba_decreto_exento___view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_promulga_la_aprobacion_de_la_modificacion_n6_al_plan_regulador_co__view.pdf,HTML,HTML,
BORRADO,descargas\huechuraba\busqueda_global\decreto_exento_revoca_decreto_alcaldicio_n_1989_exento_de_fecha_30112007_que_apr__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_1062_modificacion_del_plan_regulador_comunal_de_huechuraba_denomi__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_1062_modificacion_del_plan_regulador_comunal_de_huechuraba_denomi__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_1204_modificacion_al_plan_regulador_comunal_mprch_10_desafecta_vi__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_1204_modificacion_al_plan_regulador_comunal_mprch_10_desafecta_vi__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_1838_sanciona_acuerdo_del_concejo_que_aprueba_el_informe_de_obser__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_2070_autoriza_iniciar_la_elaboracion_de_los_antecedentes_y_estudi__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_2070_autoriza_iniciar_la_elaboracion_de_los_antecedentes_y_estudi__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_2128_revoca_decreto_alcaldicio_exento_n_1989_de_fecha_30112007_qu__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_2128_revoca_decreto_alcaldicio_exento_n_1989_de_fecha_30112007_qu__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_2667_autoriza_audiencias_publicas_sobre_proyecto_de_modificacion___view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_2667_autoriza_audiencias_publicas_sobre_proyecto_de_modificacion___view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_3290_aprueba_inicio_del_proceso_de_modificacion_al_plan_regulador__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_701_autoriza_iniciar_la_elaboracion_de_los_antecedentes_estudios___view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_701_autoriza_iniciar_la_elaboracion_de_los_antecedentes_estudios___view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_apruebase_el_plan_regulador_comunal_de_huechuraba_decreto_exento___view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_apruebase_el_plan_regulador_comunal_de_huechuraba_decreto_exento___view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_promulga_la_aprobacion_de_la_modificacion_n6_al_plan_regulador_co__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_promulga_la_aprobacion_de_la_modificacion_n6_al_plan_regulador_co__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\huechuraba_decreto_exento_revoca_decreto_alcaldicio_n_1989_exento_de_fecha_30112007_que_apr__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\huechuraba_decreto_exento_revoca_decreto_alcaldicio_n_1989_exento_de_fecha_30112007_que_apr__view.pdf,HTML,HTML,
BORRADO,descargas\illapel\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\illapel_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\isla_de_maipo\busqueda_global\decreto_exento_modifica_plan_regulador_comunal_de_isla_de_maipo__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\isla_de_maipo_decreto_exento_modifica_plan_regulador_comunal_de_isla_de_maipo__navegar.pdf,HTML,HTML,
BORRADO,descargas\juan_fernandez\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\juan_fernandez_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_cisterna\busqueda_global\decreto_asigna_normas_urbanisticas_y_uso_de_suelo_plan_regulador__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_cisterna_decreto_asigna_normas_urbanisticas_y_uso_de_suelo_plan_regulador__Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_estrella\busqueda_global\decreto_aprueba_plan_regulador_y_ordenanza_local_del_plan_regulador_de_la_comuna__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_estrella_decreto_aprueba_plan_regulador_y_ordenanza_local_del_plan_regulador_de_la_comuna__Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_florida\busqueda_global\036869n13_mun_plan_regulador_declaratoria_utilidad_publica_caducidad__DetalleDictamen.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_florida_036869n13_mun_plan_regulador_declaratoria_utilidad_publica_caducidad__DetalleDictamen.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\la_florida_036869n13_mun_plan_regulador_declaratoria_utilidad_publica_caducidad__DetalleDictamen.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_florida_resolucion_plan_regulador_comunal_2001__navegar.pdf,HTML,HTML,
BORRADO,descargas\la_florida\busqueda_global\resolucion_plan_regulador_comunal_2001__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_granja_plan_regulador__Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_granja\busqueda_global\plan_regulador__Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_higuera\busqueda_global\funciones_privativas__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_higuera_funciones_privativas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_ligua\busqueda_global\atribuciones_esenciales__2jvj8.pdf,HTML,HTML,
BORRADO,descargas\la_ligua\busqueda_global\decreto_alcaldicio_2532_mandato_completo_e_irrevocable_proyectos_de_inversion_es__open.pdf,HTML,HTML,
BORRADO,descargas\la_ligua\busqueda_global\distribuidora_global_ltda__view.pdf,HTML,HTML,
BORRADO,descargas\la_ligua\busqueda_global\empresa_periodistica_el_observador_ltda__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_ligua_atribuciones_esenciales__2jvj8.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_ligua_decreto_alcaldicio_2532_mandato_completo_e_irrevocable_proyectos_de_inversion_es__open.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_ligua_distribuidora_global_ltda__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\la_ligua_distribuidora_global_ltda__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_ligua_empresa_periodistica_el_observador_ltda__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\la_ligua_empresa_periodistica_el_observador_ltda__view.pdf,HTML,HTML,
BORRADO,descargas\la_pintana\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_pintana\busqueda_global\decreto_1125_reemplaza_en_la_comision_tecnica_para_la_supervision_municipal_y_co__w55Gc6BZk7BW8JN.pdf,HTML,HTML,
BORRADO,descargas\la_pintana\busqueda_global\decreto_1268_actualiza_comision_tecnica_para_la_supervision_del_estudio_de_actua__Dijbf2XMED3kmYf.pdf,HTML,HTML,
BORRADO,descargas\la_pintana\busqueda_global\decreto_1923_modifica_inspeccion_tecnica_del_servicio_para_la_ejecucion_de_actua__ASMHTjS26WtP4os.pdf,HTML,HTML,
BORRADO,descargas\la_pintana\busqueda_global\decreto_364_modifica_inspeccion_tecnica_del_servicio_para_la_ejecucion_de_actual__CSq6BTdNFH6abbd.pdf,HTML,HTML,
BORRADO,descargas\la_pintana\busqueda_global\decreto_4773_aprobacion_propuestas_de_imagen_objetivo_del_plan_regulador_comunal__AzCns9yrX64o8xH.pdf,HTML,HTML,
BORRADO,descargas\la_pintana\busqueda_global\decreto_531_aprueba_los_terminos_de_referencia_en_que_se_procedera_la_elaboracio__KxagfFKX3c3ydYg.pdf,HTML,HTML,
BORRADO,descargas\la_pintana\busqueda_global\decreto_900_modifiquese_al_inspector_del_servicio_para_la_elaboracion_de_estudio__PSQiiBcqKRCJy2j.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_pintana_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_pintana_decreto_1125_reemplaza_en_la_comision_tecnica_para_la_supervision_municipal_y_co__w55Gc6BZk7BW8JN.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_pintana_decreto_1268_actualiza_comision_tecnica_para_la_supervision_del_estudio_de_actua__Dijbf2XMED3kmYf.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_pintana_decreto_1923_modifica_inspeccion_tecnica_del_servicio_para_la_ejecucion_de_actua__ASMHTjS26WtP4os.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_pintana_decreto_364_modifica_inspeccion_tecnica_del_servicio_para_la_ejecucion_de_actual__CSq6BTdNFH6abbd.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_pintana_decreto_4773_aprobacion_propuestas_de_imagen_objetivo_del_plan_regulador_comunal__AzCns9yrX64o8xH.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_pintana_decreto_531_aprueba_los_terminos_de_referencia_en_que_se_procedera_la_elaboracio__KxagfFKX3c3ydYg.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_pintana_decreto_900_modifiquese_al_inspector_del_servicio_para_la_elaboracion_de_estudio__PSQiiBcqKRCJy2j.pdf,HTML,HTML,
BORRADO,descargas\la_reina\busqueda_global\decreto_aprueba_enmiendas_al_plan_regulador_vigente__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_reina_decreto_aprueba_enmiendas_al_plan_regulador_vigente__Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_serena\busqueda_global\decreto_alcaldicio_aprueba_plano_seccional_no4_del_plan_regulador_comunal_de_la___Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1-600\la_serena_decreto_alcaldicio_aprueba_plano_seccional_no4_del_plan_regulador_comunal_de_la___Navegar.pdf,HTML,HTML,
BORRADO,descargas\la_union\busqueda_global\decreto_aprueba_modificacion_al_plan_regulador_sector_oriente_el_manzanal__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\la_union_decreto_aprueba_modificacion_al_plan_regulador_sector_oriente_el_manzanal__navegar.pdf,HTML,HTML,
RESCATADO,descargas\lago_ranco\busqueda_global\1_aprueba_plan_regulador_comunal_sector_urbano_de_la_comuna_de_lago_ranco_ano_19__26a6826e-8f72-4e4d-bbbf-b23cbcdfb146.pdf,IMAGEN,IMAGEN,_recuperables_no_pdf\1_aprueba_plan_regulador_comunal_sector_urbano_de_la_comuna_de_lago_ranco_ano_19__26a6826e-8f72-4e4d-bbbf-b23cbcdfb146.jpg
BORRADO,descargas\lago_ranco\busqueda_global\decreto_exento_modifica_nombre_de_calles_de_plan_regulador_comunal__1wwky.pdf,HTML,HTML,
RESCATADO,Ordenanzas Descargadas\600-1200\lago_ranco_1_aprueba_plan_regulador_comunal_sector_urbano_de_la_comuna_de_lago_ranco_ano_19__26a6826e-8f72-4e4d-bbbf-b23cbcdfb146.pdf,IMAGEN,IMAGEN,_recuperables_no_pdf\lago_ranco_1_aprueba_plan_regulador_comunal_sector_urbano_de_la_comuna_de_lago_ranco_ano_19__26a6826e-8f72-4e4d-bbbf-b23cbcdfb146.jpg
BORRADO,Ordenanzas Descargadas\600-1200\lago_ranco_decreto_exento_modifica_nombre_de_calles_de_plan_regulador_comunal__1wwky.pdf,HTML,HTML,
BORRADO,descargas\lago_verde\busqueda_global\funciones_privativas__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lago_verde_funciones_privativas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\laguna_blanca\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\laguna_blanca_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\laja_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\laja\busqueda_global\potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\lampa\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lampa_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\las_cabras\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\las_cabras\busqueda_global\decreto_2529_aprueba_envienda_al_plan_regulador_comunal__view.pdf,HTML,HTML,
BORRADO,descargas\las_cabras\busqueda_global\decreto_aprueba_enmienda_plan_regulador_comunal_las_cabras_en_las_zonas_que_se_i__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\las_cabras_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\las_cabras_decreto_2529_aprueba_envienda_al_plan_regulador_comunal__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\las_cabras_decreto_2529_aprueba_envienda_al_plan_regulador_comunal__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\las_cabras_decreto_aprueba_enmienda_plan_regulador_comunal_las_cabras_en_las_zonas_que_se_i__view.pdf,HTML,HTML,
